league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
FRA-Ligue 1,2627,Monaco,Christian Mawissa Elebi,5,2026,171,11131,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Denis Zakaria,5,2026,171,6147,M,5,439,0,0.18254009634256363,0,0.18254009634256363,0,0.0,5,0,1,0,0.7306602820754051,0.5481202006340027
FRA-Ligue 1,2627,Monaco,Edan Diop,5,2026,171,11407,M,1,65,0,0.0,0,0.0,0,0.0,0,0,0,0,0.44593337178230286,0.44593337178230286
FRA-Ligue 1,2627,Monaco,Eric Dier,5,2026,171,643,D,5,450,1,0.3169553317129612,1,0.3169553317129612,1,0.36323046684265137,4,1,0,0,1.1955494191497564,0.8323189690709114
FRA-Ligue 1,2627,Monaco,Flávio Nazinho,5,2026,171,14869,D,5,444,1,0.44871068000793457,1,0.44871068000793457,1,0.3181413635611534,1,4,1,0,1.3617830649018288,0.8245744463056326
FRA-Ligue 1,2627,Monaco,Folarin Balogun,5,2026,171,9690,S,1,11,0,0.11565469205379486,0,0.11565469205379486,0,0.0,1,0,0,0,0.14864151179790497,0.03298681974411011
FRA-Ligue 1,2627,Monaco,Ilane Touré,5,2026,171,14293,S,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Jordan Teze,5,2026,171,12950,S,1,36,0,0.0,0,0.0,1,0.44871068000793457,0,1,1,0,0.44871068000793457,0.0
FRA-Ligue 1,2627,Monaco,Lamine Camara,5,2026,171,11799,M,5,450,0,0.14507511630654335,0,0.14507511630654335,1,0.15499689429998398,2,4,2,0,1.0392386727035046,0.7391666769981384
FRA-Ligue 1,2627,Monaco,Lukas Hradecky,5,2026,171,281,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,1,0,0.6349794156849384,0.6349794156849384
FRA-Ligue 1,2627,Monaco,Mamadou Coulibaly,5,2026,171,12285,M,3,219,0,0.0,0,0.0,0,0.44317150115966797,0,3,0,0,0.8919503521174192,0.4487788360565901
FRA-Ligue 1,2627,Monaco,Mathys Detourbet,5,2026,171,14872,S,3,41,0,0.0,0,0.0,0,0.11565469205379486,0,1,0,0,0.1813022792339325,0.06564758718013763
FRA-Ligue 1,2627,Monaco,Matthis Abline,5,2026,171,9490,F S,4,170,0,0.588103175163269,0,0.588103175163269,1,0.6533509492874146,3,4,0,0,1.3373472541570663,0.24273986369371414
FRA-Ligue 1,2627,Monaco,Mika Biereth,5,2026,171,10349,S,2,36,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Mohammed Salisu,5,2026,171,6923,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.11565469205379486,0.11565469205379486
FRA-Ligue 1,2627,Monaco,Oumar Konaté,5,2026,171,14870,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Pape Cabral,5,2026,171,14098,S,1,11,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Paris Brunner,5,2026,171,12255,F,5,399,4,2.9027333818376064,4,2.9027333818376064,0,0.23591595701873302,16,5,0,0,2.8393593207001686,0.15451261401176453
FRA-Ligue 1,2627,Monaco,Sadibou Sané,5,2026,171,11806,D,5,450,0,0.0,0,0.0,0,0.036283306777477264,0,1,0,0,0.8749014995992184,0.8386181928217411
FRA-Ligue 1,2627,Monaco,Safouane Benzahra,5,2026,171,14873,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Stanis Idumbo Muzambo,5,2026,171,12426,M,4,338,1,0.7625248283147812,1,0.7625248283147812,0,0.3394644483923912,10,4,0,0,1.074405387043953,0.11713740788400173
FRA-Ligue 1,2627,Monaco,Thilo Kehrer,5,2026,171,2674,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Monaco,Vanderson,5,2026,171,10271,D,5,414,0,0.07633201405405998,0,0.07633201405405998,0,0.28787047043442726,2,3,1,0,1.4996851682662964,1.4837258756160736
FRA-Ligue 1,2627,Nice,Aboulaye Camara,5,2026,170,14812,S,1,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Nice,Ali Abdi,5,2026,170,13070,S,3,39,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Nice,Alidu Seidu,5,2026,170,9652,S,1,29,0,0.0,0,0.0,0,0.0,0,0,0,0,0.7905792593955994,0.7905792593955994
FRA-Ligue 1,2627,Nice,Antoine Mendy,5,2026,170,9514,D S,3,120,0,0.11579709593206644,0,0.11579709593206644,0,0.011716911569237709,3,1,0,0,0.25890787690877914,0.22418702766299248
FRA-Ligue 1,2627,Nice,Axel Witsel,5,2026,170,3059,M,4,330,0,0.652301475405693,0,0.652301475405693,0,0.06357004307210445,5,2,0,0,1.3147003799676895,1.0407954081892967
FRA-Ligue 1,2627,Nice,Djelan Morana,5,2026,170,15000,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.009081155993044376,0.009081155993044376
FRA-Ligue 1,2627,Nice,Djibril Coulibaly,5,2026,170,13753,M,5,436,0,0.17665939778089523,0,0.17665939778089523,0,0.14530096389353275,5,3,1,0,1.1437769699841738,0.8885086365044117
FRA-Ligue 1,2627,Nice,Everton Pereira,5,2026,170,13265,M S,2,104,0,0.0,0,0.0,0,0.0,0,0,0,0,0.04223412647843361,0.04223412647843361
FRA-Ligue 1,2627,Nice,Gauthier Hein,5,2026,170,5727,M S,5,384,0,0.3359403721988201,0,0.3359403721988201,1,1.3005635142326355,5,7,0,0,2.1464218869805336,1.7302299588918686
FRA-Ligue 1,2627,Nice,Hamza Koutoune,5,2026,170,13754,S,2,13,0,0.01869702711701393,0,0.01869702711701393,0,0.0,1,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Nice,Hichem Boudaoui,5,2026,170,8050,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Nice,Isak Jansson,5,2026,170,13751,S,2,15,0,0.0,0,0.0,0,0.0,0,0,0,0,0.05990278720855713,0.05990278720855713
FRA-Ligue 1,2627,Nice,Jonathan Clauss,5,2026,170,8697,D,5,433,0,0.7129426766186953,0,0.7129426766186953,0,1.0751087740063667,12,10,0,0,1.2827686099335551,0.3160565858706832
FRA-Ligue 1,2627,Nice,Melvin Bard,5,2026,170,8190,D,2,175,0,0.015498196706175804,0,0.015498196706175804,0,0.08043849840760231,1,2,0,0,0.21466880291700363,0.13423029705882072
FRA-Ligue 1,2627,Nice,Mohamed Abdelmonem,5,2026,170,13042,D S,5,347,0,0.1817750744521618,0,0.1817750744521618,0,0.0,3,0,1,0,1.2786237923428416,1.2289668647572398
FRA-Ligue 1,2627,Nice,Mohamed Ali-Cho,5,2026,170,8685,S,1,29,0,0.01474178209900856,0,0.01474178209900856,0,0.0,1,0,0,0,0.2652989327907562,0.25055715441703796
FRA-Ligue 1,2627,Nice,Mohammed Amoura,5,2026,170,13062,M S,3,194,1,0.8557477630674839,1,0.8557477630674839,0,0.634573295712471,4,3,1,0,2.0504626482725143,1.372584879398346
FRA-Ligue 1,2627,Nice,Nathan N'Goumou Minpol,5,2026,170,7612,F M S,5,151,0,0.2510931119322777,0,0.2510931119322777,0,0.0,3,0,0,0,0.7335266098380089,0.4824334979057312
FRA-Ligue 1,2627,Nice,Niels Nkounkou,5,2026,170,8109,D,3,231,0,0.06564541161060333,0,0.06564541161060333,0,0.11461668461561203,1,1,0,0,1.1564775705337524,0.9762154221534729
FRA-Ligue 1,2627,Nice,Sepe Elye Wahi,5,2026,170,9182,F S,4,281,1,1.5301879160106182,1,1.5301879160106182,0,0.23458943516016006,7,4,1,0,2.1064424961805344,0.40999122709035873
FRA-Ligue 1,2627,Nice,Sofiane Diop,5,2026,170,6846,M S,5,252,0,0.42471542954444885,0,0.42471542954444885,1,0.8334812894463539,2,8,0,0,1.389061450958252,0.27722260635346174
FRA-Ligue 1,2627,Nice,Xavier Mandza,5,2026,170,14811,D,5,449,0,0.05893889628350735,0,0.05893889628350735,0,0.10364441759884357,4,4,1,0,2.2126791421324015,2.132270410656929
FRA-Ligue 1,2627,Nice,Yehvann Diouf,5,2026,170,6709,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,0,0,1.3951000943779945,1.3951000943779945
FRA-Ligue 1,2627,Nice,Youssouf Ndayishimiye,5,2026,170,11339,D,5,421,0,0.027749117463827133,0,0.027749117463827133,0,0.0,1,0,2,0,1.125769093632698,1.125769093632698
FRA-Ligue 1,2627,Nice,Zoumana Diallo,5,2026,170,14242,F,1,61,0,0.025806425139307976,0,0.025806425139307976,0,0.0,1,0,1,0,0.025806425139307976,0.0
FRA-Ligue 1,2627,Paris FC,Adama Camara,5,2026,290,13805,D,5,450,0,0.10759154707193375,0,0.10759154707193375,0,0.15860293433070183,1,3,0,0,1.985794186592102,1.827586106956005
FRA-Ligue 1,2627,Paris FC,Diego Coppola,5,2026,290,10169,D,5,450,0,0.0,0,0.0,0,0.0506148599088192,0,1,1,0,1.4891027584671974,1.4384879004210234
FRA-Ligue 1,2627,Paris FC,Hamari Traore,5,2026,290,3239,D S,4,241,0,0.0,0,0.0,0,0.0,0,0,1,0,0.7274191621690989,0.7274191621690989
FRA-Ligue 1,2627,Paris FC,Ilan Kebbal,5,2026,290,9656,M,5,413,1,1.1058020293712616,1,1.1058020293712616,1,1.1460829097777605,11,10,0,0,3.842177666723728,1.7951174601912498
FRA-Ligue 1,2627,Paris FC,Jonathan Ikone,5,2026,290,5661,S,2,22,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Paris FC,Kevin Trapp,5,2026,290,3286,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,0,0,1.6947336588054895,1.6947336588054895
FRA-Ligue 1,2627,Paris FC,Lassine Sinayoko,5,2026,290,10815,F,5,439,4,3.761295050382614,2,2.2411048114299774,1,0.6425064578652382,17,9,1,0,4.053336679935455,1.724435143172741
FRA-Ligue 1,2627,Paris FC,Luca Koleosho,5,2026,290,10620,D M,4,294,0,0.9377531744539738,0,0.9377531744539738,1,0.7622405625879765,10,4,1,0,2.2922379225492477,0.7023566775023937
FRA-Ligue 1,2627,Paris FC,Mamadou Mbow,5,2026,290,9563,D S,3,181,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3706747889518738,0.3706747889518738
FRA-Ligue 1,2627,Paris FC,Maxime Lopez,5,2026,290,3772,M S,5,386,0,0.04338919743895531,0,0.04338919743895531,1,0.3872938137501478,3,6,1,0,2.244663745164871,2.0901433676481247
FRA-Ligue 1,2627,Paris FC,Moses Simon,5,2026,290,7169,M S,4,132,0,0.36887219548225403,0,0.36887219548225403,0,0.8363054096698761,3,3,0,0,1.2737365998327732,0.13519391231238842
FRA-Ligue 1,2627,Paris FC,Omar Sissoko,5,2026,290,14839,S,2,12,0,0.0,0,0.0,0,0.0,0,0,0,0,0.7696704864501953,0.7696704864501953
FRA-Ligue 1,2627,Paris FC,Otávio,5,2026,290,13871,D,2,176,0,0.08852031081914902,0,0.08852031081914902,0,0.0,1,0,1,0,0.5766183286905289,0.5766183286905289
FRA-Ligue 1,2627,Paris FC,Pablo Pagis,5,2026,290,10347,M,5,372,1,0.5123766586184502,1,0.5123766586184502,1,1.7666335180401802,8,8,0,0,2.6459790393710136,1.453146155923605
FRA-Ligue 1,2627,Paris FC,Pierre Lees-Melou,5,2026,290,5619,M,5,450,0,0.12017007265239954,0,0.12017007265239954,0,0.036396763287484646,5,2,0,0,1.9521962031722069,1.8720254227519035
FRA-Ligue 1,2627,Paris FC,Rudy Matondo,5,2026,290,13577,M S,5,141,0,0.29942464269697666,0,0.29942464269697666,0,0.19737331941723824,2,3,1,0,0.8422280792146921,0.34543008357286453
FRA-Ligue 1,2627,Paris FC,Samir Chergui,5,2026,290,13800,D,3,270,1,0.37540942430496216,1,0.37540942430496216,0,0.05740385502576828,1,1,0,0,1.2696784790605307,0.8942690696567297
FRA-Ligue 1,2627,Paris FC,Thibault De Smet,5,2026,290,8647,S,1,33,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
FRA-Ligue 1,2627,Paris FC,Vincent Marchetti,5,2026,290,5696,S,2,5,1,0.5186631679534912,1,0.5186631679534912,0,0.0,2,0,0,0,0.576786994934082,0.05812384933233261
FRA-Ligue 1,2627,Paris FC,Zabi Gueu,5,2026,290,13385,S,4,36,0,1.2028033435344696,0,1.2028033435344696,1,0.5197412297129631,2,2,0,0,1.891813464462757,0.16926888190209866
FRA-Ligue 1,2627,Paris Saint Germain,Achraf Hakimi,5,2026,161,5197,D,3,218,0,0.32742673344910145,0,0.32742673344910145,0,0.16617161221802235,7,4,0,0,0.9720150530338287,0.7392916157841682
FRA-Ligue 1,2627,Paris Saint Germain,Beraldo,5,2026,161,12346,M S,2,72,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4829644411802292,0.4829644411802292
FRA-Ligue 1,2627,Paris Saint Germain,Daniil Krugovoy,5,2026,161,6800,M,1,67,0,0.0,0,0.0,0,0.030533697456121445,0,2,0,0,0.030533697456121445,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Danila Kozlov,5,2026,161,11433,S,1,25,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Dimitri Barinov,5,2026,161,2721,M,1,65,0,0.09721410274505615,0,0.09721410274505615,0,0.022205647081136703,1,1,0,0,0.2221570611000061,0.10273731499910355
FRA-Ligue 1,2627,Paris Saint Germain,Dro Fernández,5,2026,161,13749,S,3,31,0,0.0,0,0.0,0,0.5762916207313538,0,1,1,0,0.6255281884223223,0.049236614257097244
FRA-Ligue 1,2627,Paris Saint Germain,Désiré Doué,5,2026,161,10431,F S,4,216,0,0.5178364887833595,0,0.5178364887833595,1,1.0030149146914482,9,9,0,0,2.2616544906049967,0.8438233677297831
FRA-Ligue 1,2627,Paris Saint Germain,Fabián,5,2026,161,2447,M S,4,273,0,0.1578186508268118,0,0.1578186508268118,0,0.5726569909602404,4,6,1,0,1.208338126540184,0.6655849069356918
FRA-Ligue 1,2627,Paris Saint Germain,Ferrán Torres,5,2026,161,6441,F S,4,207,2,1.044143084436655,2,1.044143084436655,0,0.19279858097434044,7,3,0,0,1.5603930354118347,0.3751618564128876
FRA-Ligue 1,2627,Paris Saint Germain,Imran Firov,5,2026,161,14497,S,1,23,0,0.012380121275782585,0,0.012380121275782585,0,0.0,1,0,0,0,0.012380121275782585,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Ivan Oblyakov,5,2026,161,5442,M,1,65,0,0.13263772428035736,0,0.13263772428035736,0,0.0,2,0,0,0,0.2575806677341461,0.12494295835494995
FRA-Ligue 1,2627,Paris Saint Germain,João Neves,5,2026,161,12734,M,3,270,0,1.2537307739257812,0,1.2537307739257812,0,0.22791733592748642,7,3,0,0,2.3260887563228607,0.9504983201622963
FRA-Ligue 1,2627,Paris Saint Germain,João Victor,5,2026,161,11345,D,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.06740590184926987,0.06740590184926987
FRA-Ligue 1,2627,Paris Saint Germain,Khvicha Kvaratskhelia,5,2026,161,7453,F S,4,246,0,0.9680954143404961,0,0.9680954143404961,1,1.276854395866394,11,8,0,0,1.5899090021848679,0.3942161090672016
FRA-Ligue 1,2627,Paris Saint Germain,Kirill Danilov,5,2026,161,13786,D,1,90,0,0.011961935088038445,0,0.011961935088038445,0,0.0,1,0,0,0,0.02434205636382103,0.012380121275782585
FRA-Ligue 1,2627,Paris Saint Germain,Kirill Glebov,5,2026,161,11455,M,1,59,0,0.12494295835494995,0,0.12494295835494995,0,0.0687236338853836,2,2,0,0,0.2908806800842285,0.09721410274505615
FRA-Ligue 1,2627,Paris Saint Germain,Lucas Digne,5,2026,161,1823,S,1,16,0,0.018240341916680336,0,0.018240341916680336,0,0.0,1,0,0,0,0.026358889415860176,0.026358889415860176
FRA-Ligue 1,2627,Paris Saint Germain,Lucas Hernández,5,2026,161,2276,S,1,24,0,0.0,0,0.0,0,0.021293658763170242,0,1,1,0,0.15556728839874268,0.13427363336086273
FRA-Ligue 1,2627,Paris Saint Germain,Luciano Gondou,5,2026,161,13023,F,1,59,0,0.046102374792099,0,0.046102374792099,0,0.19849030673503876,1,2,0,0,0.24459268152713776,0.10273731499910355
FRA-Ligue 1,2627,Paris Saint Germain,Maghnes Akliouche,5,2026,161,10058,F M S,4,192,0,1.0830705761909485,0,1.0830705761909485,0,0.3699999898672104,3,5,0,0,1.3089597523212433,0.8147719353437424
FRA-Ligue 1,2627,Paris Saint Germain,Marquinhos,5,2026,161,3297,D,4,360,3,1.8040736019611359,3,1.8040736019611359,0,0.08677959814667702,4,2,0,0,3.2107361257076263,2.583793491125107
FRA-Ligue 1,2627,Paris Saint Germain,Matheus Alves,5,2026,161,13673,S,1,25,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Matheus Reis,5,2026,161,14495,D,1,90,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Matija Popovic,5,2026,161,12462,S,1,31,0,0.05502578243613243,0,0.05502578243613243,0,0.0,1,0,0,0,0.05502578243613243,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Matvey Kislyak,5,2026,161,11456,M,1,90,0,0.13132299482822418,0,0.13132299482822418,0,0.012380121275782585,3,1,0,0,0.07106909155845642,0.030951883643865585
FRA-Ligue 1,2627,Paris Saint Germain,Matvey Safonov,5,2026,161,5480,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,1.1380876246839762,1.1380876246839762
FRA-Ligue 1,2627,Paris Saint Germain,Mika Godts,5,2026,161,14932,S,4,60,0,0.13781461119651794,0,0.13781461119651794,1,0.08889091201126575,3,4,0,0,0.9780173003673553,0.8144030421972275
FRA-Ligue 1,2627,Paris Saint Germain,Milan Gajic,5,2026,161,3720,D,1,90,0,0.018571762368083,0,0.018571762368083,0,0.03688473254442215,1,1,0,0,0.06783661991357803,0.012380121275782585
FRA-Ligue 1,2627,Paris Saint Germain,Nuno Mendes,5,2026,161,9961,D,2,180,0,0.1933627724647522,0,0.1933627724647522,0,2.2004162315279245,3,8,1,0,3.508953422307968,2.094627559185028
FRA-Ligue 1,2627,Paris Saint Germain,Ousmane Dembélé,5,2026,161,3226,F S,3,172,0,1.7235247381031513,0,1.7235247381031513,1,0.5515217892825603,13,7,0,0,3.1122232377529144,1.1893949210643768
FRA-Ligue 1,2627,Paris Saint Germain,Senny Mayulu,5,2026,161,12345,S,1,16,0,0.0,0,0.0,0,0.0,0,0,0,0,0.026358889415860176,0.026358889415860176
FRA-Ligue 1,2627,Paris Saint Germain,Tamerlan Musaev,5,2026,161,11673,S,1,31,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Paris Saint Germain,Vitinha,5,2026,161,8777,M,4,360,1,0.47982102632522583,1,0.47982102632522583,1,1.3488989993929863,12,10,1,0,3.466281294822693,2.863645553588867
FRA-Ligue 1,2627,Paris Saint Germain,Vladislav Torop,5,2026,161,7895,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03458577021956444,0.03458577021956444
FRA-Ligue 1,2627,Paris Saint Germain,Warren Zaïre-Emery,5,2026,161,10786,D M,4,327,0,0.6589250043034554,0,0.6589250043034554,0,0.3616076707839966,2,1,0,0,3.1508824564516544,2.1303496696054935
FRA-Ligue 1,2627,Paris Saint Germain,William Pacho,5,2026,161,11910,D,4,360,0,0.043136242777109146,0,0.043136242777109146,0,0.0,1,0,0,0,2.22869885712862,2.22869885712862
FRA-Ligue 1,2627,Rennes,Abdelhamid Aït Boudlal,5,2026,163,13329,D,2,180,0,0.0,0,0.0,0,0.0,0,0,1,0,0.7003791630268097,0.7003791630268097
FRA-Ligue 1,2627,Rennes,Adrien Thomasson,5,2026,163,3549,M S,4,279,1,1.5787971019744873,1,1.5787971019744873,1,0.898641787469387,4,12,0,0,2.3173477947711945,0.5941310152411461
FRA-Ligue 1,2627,Rennes,Alexey Mironov,5,2026,163,7185,M,1,89,0,0.05272922292351723,0,0.05272922292351723,0,0.07170666754245758,2,1,1,0,0.16183316707611084,0.03739728033542633
FRA-Ligue 1,2627,Rennes,Andrey Langovich,5,2026,163,9158,D,1,90,0,0.0,0,0.0,0,0.044852327555418015,0,1,0,0,0.1617245376110077,0.11687220633029938
FRA-Ligue 1,2627,Rennes,Anthony Rouault,5,2026,163,10789,D,2,180,0,0.01964445225894451,0,0.01964445225894451,0,0.0,1,0,0,0,1.1204352229833603,1.1204352229833603
FRA-Ligue 1,2627,Rennes,Arnaud Nordin,5,2026,163,5684,M S,2,91,0,0.8376582190394402,0,0.8376582190394402,0,0.0,4,0,0,0,0.8376582190394402,0.0
FRA-Ligue 1,2627,Rennes,Boulaye Dia,5,2026,163,7224,F S,3,75,0,0.0739041119813919,0,0.0739041119813919,0,0.07602415233850479,1,1,0,0,0.1499282717704773,0.07602415233850479
FRA-Ligue 1,2627,Rennes,Brice Samba,5,2026,163,4748,GK,3,270,0,0.0,0,0.0,0,0.0,0,0,0,0,0.9540154039859772,0.9540154039859772
FRA-Ligue 1,2627,Rennes,Bryan Reynolds,5,2026,163,9419,S,2,36,0,0.0,0,0.0,0,0.0,0,0,0,0,0.15258845686912537,0.15258845686912537
FRA-Ligue 1,2627,Rennes,Charlie Cresswell,5,2026,163,9220,D,4,360,0,0.23424917459487915,0,0.23424917459487915,0,0.0,4,0,1,0,2.9657427966594696,2.9657427966594696
FRA-Ligue 1,2627,Rennes,Daniel Shantaliy,5,2026,163,11183,S,1,13,0,0.03473295271396637,0,0.03473295271396637,0,0.02107464149594307,1,1,0,0,0.05580759420990944,0.0
FRA-Ligue 1,2627,Rennes,Danila Prokhin,5,2026,163,7681,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Rennes,Eliezer Mayenda,5,2026,163,13718,M S,4,90,0,0.26438524946570396,0,0.26438524946570396,0,0.0828692764043808,4,1,0,0,0.4821757972240448,0.13492126390337944
FRA-Ligue 1,2627,Rennes,Esteban Lepaul,5,2026,163,12850,F S,4,286,2,3.095513239502907,1,2.3354180604219437,0,0.4599692076444626,17,4,1,0,2.946751594543457,0.3778202347457409
FRA-Ligue 1,2627,Rennes,Issa Soumaré,5,2026,163,11792,F M S,3,127,0,0.5064447838813066,0,0.5064447838813066,1,0.023122187703847885,5,1,1,0,0.6265633925795555,0.23878896981477737
FRA-Ligue 1,2627,Rennes,Ivan Komarov,5,2026,163,8451,M,1,77,0,0.22880153357982635,0,0.22880153357982635,0,0.4356122612953186,5,2,0,0,0.6099322438240051,0.03739728033542633
FRA-Ligue 1,2627,Rennes,Konstantin Kuchaev,5,2026,163,5459,M,1,77,0,0.10957761853933334,0,0.10957761853933334,0,0.0,2,0,0,0,0.14697489142417908,0.03739728033542633
FRA-Ligue 1,2627,Rennes,Ludovic Blas,5,2026,163,3475,M S,4,200,0,1.2177811469882727,0,1.2177811469882727,0,0.5332569666206837,9,7,0,0,3.2140434235334396,1.993009090423584
FRA-Ligue 1,2627,Rennes,Mahamadou Nagida,5,2026,163,12159,D S,4,133,0,0.0,0,0.0,0,0.22192107141017914,0,2,0,0,0.7266789898276329,0.6573463901877403
FRA-Ligue 1,2627,Rennes,Mahdi Camara,5,2026,163,6452,M S,4,298,0,0.552292563021183,0,0.552292563021183,0,0.4584685117006302,5,4,0,0,2.541400820016861,1.609610915184021
FRA-Ligue 1,2627,Rennes,Maksim Mukhin,5,2026,163,8069,F,1,46,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Rennes,Mousa Al Tamari,5,2026,163,11782,F M S,4,215,0,0.6182131767272949,0,0.6182131767272949,0,1.4452019557356834,6,5,0,0,3.6731887757778168,1.6966734826564789
FRA-Ligue 1,2627,Rennes,Nicolas Lemaitre,5,2026,163,3665,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.10599146783351898,0.10599146783351898
FRA-Ligue 1,2627,Rennes,Olakunle Olusegun,5,2026,163,10530,S,1,44,0,0.0,0,0.0,0,0.10621491074562073,0,2,0,0,0.10621491074562073,0.0
FRA-Ligue 1,2627,Rennes,Oumar Sako,5,2026,163,12476,D,1,90,0,0.054481588304042816,0,0.054481588304042816,0,0.0,1,0,1,0,0.4185279607772827,0.4185279607772827
FRA-Ligue 1,2627,Rennes,Przemyslaw Frankowski,5,2026,163,9633,D,4,324,1,0.2910924609750509,1,0.2910924609750509,0,0.7771240621805191,5,6,1,0,3.1730038225650787,2.508219338953495
FRA-Ligue 1,2627,Rennes,Quentin Merlin,5,2026,163,9399,D,3,227,0,0.0133792320266366,0,0.0133792320266366,0,0.44862088561058044,1,2,1,0,1.0361423790454865,0.9354390799999237
FRA-Ligue 1,2627,Rennes,Ronaldo,5,2026,163,12477,F,1,90,0,0.40220531821250916,0,0.40220531821250916,0,0.03739728033542633,2,1,0,0,0.47993963956832886,0.07773430645465851
FRA-Ligue 1,2627,Rennes,Rustam Yatimov,5,2026,163,12666,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Rennes,Sebastian Szymanski,5,2026,163,7631,M S,3,154,0,0.05577167496085167,0,0.05577167496085167,1,0.2539464756846428,2,5,0,0,1.8507619351148605,1.6593655496835709
FRA-Ligue 1,2627,Rennes,Timur Suleymanov,5,2026,163,7761,F,1,90,0,0.0,0,0.0,0,0.06388304382562637,0,2,0,0,0.4824109971523285,0.4185279607772827
FRA-Ligue 1,2627,Rennes,Valentin Rongier,5,2026,163,3673,M,4,346,1,0.23773495480418205,1,0.23773495480418205,0,0.5043339505791664,4,6,1,0,2.028424747288227,1.6061070710420609
FRA-Ligue 1,2627,Rennes,Viktor Melekhin,5,2026,163,9569,D,1,90,0,0.028014499694108963,0,0.028014499694108963,0,0.0,1,0,0,0,0.47328245639801025,0.4452679455280304
FRA-Ligue 1,2627,Rennes,Yaroslav Mikhaylov,5,2026,163,10688,S,1,13,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
FRA-Ligue 1,2627,Rennes,Ygor Nogueira,5,2026,163,14661,D,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4420740008354187,0.4420740008354187
FRA-Ligue 1,2627,Strasbourg,Andrew Omobamidele,5,2026,225,9833,D,2,180,0,0.05316246300935745,0,0.05316246300935745,0,0.0,1,0,0,0,0.2791377305984497,0.22597526013851166
FRA-Ligue 1,2627,Strasbourg,Conrad Harder,5,2026,225,14023,S,3,58,1,0.3426267206668854,1,0.3426267206668854,0,0.0,2,0,0,0,0.3426267206668854,0.0
FRA-Ligue 1,2627,Strasbourg,Diogo Sousa,5,2026,225,14753,M,5,390,1,1.5407027807086706,1,1.5407027807086706,1,0.5648051351308823,5,5,1,0,3.0163928028196096,0.9770631454885006
FRA-Ligue 1,2627,Strasbourg,Dário Essugo,5,2026,225,13094,S,3,81,0,0.671220064163208,0,0.671220064163208,1,0.2578623816370964,2,3,0,0,1.2394040301442146,1.0719440281391144
